preset,exchange_id,uptake_limit,origin,source_value,factor,scale
gut_overlay_vmh_high_fat_low_carb.csv,EX_cu_m,0.0,background_closure,,,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_cu2_m,1.4528776225648977e-05,vmh_diet,0.0198753658766878,1.0,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_cys__L_m,0.0009085856536262646,vmh_diet,12.4294517416073,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_dca_m,0.0007556284381781141,vmh_diet,10.3369970342766,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_ddca_m,0.000781879552886718,vmh_diet,10.6961122834903,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_etoh_m,7.309941520467837e-09,vmh_diet,0.0001,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_fe2_m,1.6095746424287357e-05,vmh_diet,0.220189811084251,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_fe3_m,1.6095746424287357e-05,vmh_diet,0.220189811084251,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_fol_m,8.722259546305774e-09,vmh_diet,0.000119320510593463,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_fru_m,0.0006720219179626776,vmh_diet,9.19325983772943,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_gal_m,7.309941520467837e-09,vmh_diet,0.0001,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_glc__D_m,0.0025414757002422007,vmh_diet,34.7673875793133,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_glu__L_m,0.012557969591738233,vmh_diet,171.793024014979,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_gly_m,0.005790511047632201,vmh_diet,79.2141911316085,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_h_m,0.1,micom_western_inorganic,,,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_h2_m,0.1,micom_western_inorganic,,,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_h2o_m,11.593707613142252,vmh_diet,158601.920147786,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_h2s_m,0.1,micom_western_inorganic,,,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_hdca_m,0.009617542301361696,vmh_diet,131.567978682628,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_hdcea_m,0.0012677512142317765,vmh_diet,17.3428366106907,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_his__L_m,0.0018844201975855338,vmh_diet,25.7788683029701,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_ile__L_m,0.0041245559925886695,vmh_diet,56.423925978613,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_k_m,0.0041369150328592254,vmh_diet,56.5929976495142,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_lcts_m,4.6128060567988665e-06,vmh_diet,0.0631031868570085,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_leu__L_m,0.006736644571236609,vmh_diet,92.1572977345168,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_lys__L_m,0.005818414587704409,vmh_diet,79.5959115597963,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_malt_m,7.309941520467837e-09,vmh_diet,0.0001,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_met__L_m,0.0019032578169308552,vmh_diet,26.0365669356141,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_mg2_m,0.011424922795227777,vmh_diet,15.6292943838716,1.0,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_mn2_m,1.3252567968856506e-05,vmh_diet,0.0181295129813957,1.0,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_mnl_m,0.00010914445010518934,vmh_diet,0.149309607743899,1.0,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_mobd_m,0.1,micom_western_inorganic,,,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_n2_m,0.0,background_closure,,,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_na1_m,0.026389980430613018,vmh_diet,361.014932290786,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_nac_m,2.3246645556341745e-05,vmh_diet,0.318014111210755,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_nh4_m,0.0,background_closure,,,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_ni2_m,0.1,assumption_trace_micronutrient,,,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_o2_m,0.001,micom_anaerobic_o2,,,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_ocdca_m,0.002790443681058458,vmh_diet,38.1732695568797,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_ocdcea_m,0.018357226977426536,vmh_diet,251.126865051195,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_octa_m,0.00042042366527966963,vmh_diet,5.75139574102588,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_phe__L_m,0.0027405902887954097,vmh_diet,37.4912751507212,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_pi_m,0.0013854412796355704,vmh_diet,18.9528367054146,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_pnto__R_m,1.6413511366738448e-06,vmh_diet,0.0224536835496982,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_pro__L_m,0.005904893432525118,vmh_diet,80.7789421569436,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_pydam_m,2.4193516890928437e-07,vmh_diet,0.00330967311067901,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_pydx_m,2.448862332026411e-07,vmh_diet,0.00335004367021213,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_pydxn_m,2.419683464060877e-07,vmh_diet,0.00331012697883528,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_ribflv_m,3.379521321150629e-07,vmh_diet,0.00462318516733406,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_sbt__D_m,7.309941520467837e-09,vmh_diet,0.0001,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_sel_m,0.0,background_closure,,,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_ser__L_m,0.005086248192390571,vmh_diet,69.579875271903,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_slnt_m,0.0,background_closure,,,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_so3_m,0.0,background_closure,,,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_so4_m,0.1,micom_western_inorganic,,,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_sucr_m,0.00024772476971697587,vmh_diet,3.38887484972823,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_thm_m,0.00013222954981087793,vmh_diet,1.80890024141281,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_thr__L_m,0.003821476783842917,vmh_diet,52.2778024029711,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_trp__L_m,0.0005991551145471528,vmh_diet,8.19644196700505,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_ttdca_m,0.002491401351055877,vmh_diet,34.0823704824444,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_ttdcea_m,0.00030355380992359724,vmh_diet,4.15261611975481,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_tungs_m,0.0,background_closure,,,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_tyr__L_m,0.002055365686735051,vmh_diet,28.1174025945355,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_urate_m,0.00036804452804731067,vmh_diet,5.03484914368721,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_val__L_m,0.005264247650185482,vmh_diet,72.0149078545374,0.1,1.0
gut_overlay_vmh_high_fat_low_carb.csv,EX_zn2_m,0.00016536254984355993,vmh_diet,0.22621596818599,1.0,1.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_ac_m,0.0,background_closure,,,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_ala__L_m,0.617473828510432,vmh_diet,84.4704197402271,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_arg__L_m,0.32872789356921345,vmh_diet,44.9699758402684,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_ascb__L_m,0.0020612879464075953,vmh_diet,0.281984191068559,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_asp__L_m,0.7298165457116653,vmh_diet,99.8389034533558,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_btn_m,1.268184165563911e-06,vmh_diet,0.000173487593849143,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_but_m,0.19597315930124487,vmh_diet,26.8091281924103,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_ca2_m,2.943018424014693,vmh_diet,40.260492040521,1.0,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_cbl1_m,0.0,background_closure,,,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_cd2_m,0.0,background_closure,,,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_cl_m,53.69702874887646,vmh_diet,734.57535328463,1.0,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_co2_m,0.0,background_closure,,,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_cobalt2_m,10.0,micom_western_inorganic,,,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_cro4_m,0.0,background_closure,,,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_cu_m,0.0,background_closure,,,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_cu2_m,0.0014528776225648976,vmh_diet,0.0198753658766878,1.0,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_cys__L_m,0.09085856536262646,vmh_diet,12.4294517416073,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_dca_m,0.0755628438178114,vmh_diet,10.3369970342766,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_ddca_m,0.0781879552886718,vmh_diet,10.6961122834903,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_etoh_m,7.309941520467837e-07,vmh_diet,0.0001,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_fe2_m,0.0016095746424287355,vmh_diet,0.220189811084251,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_fe3_m,0.0016095746424287355,vmh_diet,0.220189811084251,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_fol_m,8.722259546305775e-07,vmh_diet,0.000119320510593463,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_fru_m,0.06720219179626777,vmh_diet,9.19325983772943,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_gal_m,7.309941520467837e-07,vmh_diet,0.0001,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_glc__D_m,0.25414757002422006,vmh_diet,34.7673875793133,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_glu__L_m,1.2557969591738234,vmh_diet,171.793024014979,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_gly_m,0.5790511047632201,vmh_diet,79.2141911316085,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_h_m,10.0,micom_western_inorganic,,,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_h2_m,10.0,micom_western_inorganic,,,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_h2o_m,1159.370761314225,vmh_diet,158601.920147786,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_h2s_m,10.0,micom_western_inorganic,,,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_hdca_m,0.9617542301361696,vmh_diet,131.567978682628,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_hdcea_m,0.12677512142317765,vmh_diet,17.3428366106907,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_his__L_m,0.18844201975855338,vmh_diet,25.7788683029701,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_ile__L_m,0.41245559925886693,vmh_diet,56.423925978613,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_k_m,0.4136915032859225,vmh_diet,56.5929976495142,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_lcts_m,0.00046128060567988667,vmh_diet,0.0631031868570085,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_leu__L_m,0.673664457123661,vmh_diet,92.1572977345168,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_lys__L_m,0.5818414587704409,vmh_diet,79.5959115597963,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_malt_m,7.309941520467837e-07,vmh_diet,0.0001,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_met__L_m,0.19032578169308553,vmh_diet,26.0365669356141,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_mg2_m,1.1424922795227777,vmh_diet,15.6292943838716,1.0,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_mn2_m,0.0013252567968856507,vmh_diet,0.0181295129813957,1.0,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_mnl_m,0.010914445010518933,vmh_diet,0.149309607743899,1.0,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_mobd_m,10.0,micom_western_inorganic,,,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_n2_m,0.0,background_closure,,,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_na1_m,2.6389980430613016,vmh_diet,361.014932290786,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_nac_m,0.0023246645556341747,vmh_diet,0.318014111210755,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_nh4_m,0.0,background_closure,,,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_ni2_m,10.0,assumption_trace_micronutrient,,,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_o2_m,0.001,micom_anaerobic_o2,,,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_ocdca_m,0.2790443681058458,vmh_diet,38.1732695568797,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_ocdcea_m,1.8357226977426537,vmh_diet,251.126865051195,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_octa_m,0.042042366527966966,vmh_diet,5.75139574102588,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_phe__L_m,0.274059028879541,vmh_diet,37.4912751507212,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_pi_m,0.13854412796355703,vmh_diet,18.9528367054146,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_pnto__R_m,0.0001641351136673845,vmh_diet,0.0224536835496982,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_pro__L_m,0.5904893432525118,vmh_diet,80.7789421569436,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_pydam_m,2.4193516890928436e-05,vmh_diet,0.00330967311067901,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_pydx_m,2.448862332026411e-05,vmh_diet,0.00335004367021213,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_pydxn_m,2.419683464060877e-05,vmh_diet,0.00331012697883528,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_ribflv_m,3.379521321150629e-05,vmh_diet,0.00462318516733406,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_sbt__D_m,7.309941520467837e-07,vmh_diet,0.0001,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_sel_m,0.0,background_closure,,,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_ser__L_m,0.5086248192390571,vmh_diet,69.579875271903,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_slnt_m,0.0,background_closure,,,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_so3_m,0.0,background_closure,,,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_so4_m,10.0,micom_western_inorganic,,,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_sucr_m,0.024772476971697585,vmh_diet,3.38887484972823,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_thm_m,0.013222954981087793,vmh_diet,1.80890024141281,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_thr__L_m,0.3821476783842917,vmh_diet,52.2778024029711,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_trp__L_m,0.05991551145471528,vmh_diet,8.19644196700505,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_ttdca_m,0.2491401351055877,vmh_diet,34.0823704824444,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_ttdcea_m,0.030355380992359723,vmh_diet,4.15261611975481,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_tungs_m,0.0,background_closure,,,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_tyr__L_m,0.20553656867350512,vmh_diet,28.1174025945355,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_urate_m,0.03680445280473107,vmh_diet,5.03484914368721,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_val__L_m,0.5264247650185483,vmh_diet,72.0149078545374,0.1,100.0
gut_overlay_vmh_high_fat_low_carb_x100.csv,EX_zn2_m,0.016536254984355993,vmh_diet,0.22621596818599,1.0,100.0
gut_overlay_vmh_high_fiber.csv,EX_ac_m,0.0,background_closure,,,1.0
gut_overlay_vmh_high_fiber.csv,EX_ala__L_m,0.004317346316334013,vmh_diet,59.0612976074493,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_arg__L_m,0.002973077978471543,vmh_diet,40.6717067454907,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_ascb__L_m,0.00011066169189806654,vmh_diet,1.51385194516555,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_asp__L_m,0.005859687222356345,vmh_diet,80.1605212018348,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_btn_m,3.503054555411623e-08,vmh_diet,0.00047921786318031,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_but_m,5.287498516478992e-06,vmh_diet,0.0723329797054326,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_ca2_m,0.024137507883019955,vmh_diet,33.0201107839713,1.0,1.0
gut_overlay_vmh_high_fiber.csv,EX_cbl1_m,0.0,background_closure,,,1.0
gut_overlay_vmh_high_fiber.csv,EX_cd2_m,0.0,background_closure,,,1.0
gut_overlay_vmh_high_fiber.csv,EX_cl_m,0.16918495007722076,vmh_diet,231.445011705638,1.0,1.0
gut_overlay_vmh_high_fiber.csv,EX_co2_m,0.0,background_closure,,,1.0
gut_overlay_vmh_high_fiber.csv,EX_cobalt2_m,0.1,micom_western_inorganic,,,1.0
gut_overlay_vmh_high_fiber.csv,EX_cro4_m,0.0,background_closure,,,1.0
gut_overlay_vmh_high_fiber.csv,EX_cu_m,0.0,background_closure,,,1.0
gut_overlay_vmh_high_fiber.csv,EX_cu2_m,3.459643269884335e-05,vmh_diet,0.0473279199320177,1.0,1.0
gut_overlay_vmh_high_fiber.csv,EX_cys__L_m,0.0010107308736291374,vmh_diet,13.8267983512466,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_dca_m,3.17569852229318e-06,vmh_diet,0.0434435557849707,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_ddca_m,7.4452843194613315e-06,vmh_diet,0.101851489490231,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_etoh_m,0.0016660961953293859,vmh_diet,22.792195952106,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_fe2_m,3.1027491506095324e-05,vmh_diet,0.424456083803384,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_fe3_m,3.1027491506095324e-05,vmh_diet,0.424456083803384,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_fol_m,1.993019085065775e-08,vmh_diet,0.000272645010836998,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_fru_m,0.01150053308766959,vmh_diet,157.32729263932,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_gal_m,7.384767064110306e-05,vmh_diet,1.01023613437029,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_glc__D_m,0.008787353438058188,vmh_diet,120.210995032636,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_glu__L_m,0.00956253358806199,vmh_diet,130.815459484688,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_gly_m,0.0044431646062818644,vmh_diet,60.7824918139359,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_h_m,0.1,micom_western_inorganic,,,1.0
gut_overlay_vmh_high_fiber.csv,EX_h2_m,0.1,micom_western_inorganic,,,1.0
gut_overlay_vmh_high_fiber.csv,EX_h2o_m,13.280068477802413,vmh_diet,181671.336776337,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_h2s_m,0.1,micom_western_inorganic,,,1.0
gut_overlay_vmh_high_fiber.csv,EX_hdca_m,0.002518066031323626,vmh_diet,34.4471433085072,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_hdcea_m,0.00026439946404472296,vmh_diet,3.61698466813181,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_his__L_m,0.0012587473307042838,vmh_diet,17.2196634840346,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_ile__L_m,0.003065223044595592,vmh_diet,41.9322512500677,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_k_m,0.008512264177202924,vmh_diet,116.447773944136,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_lcts_m,0.0019425935773697371,vmh_diet,26.574680138418,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_leu__L_m,0.00462850281900378,vmh_diet,63.3179185639717,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_lys__L_m,0.003387921295188019,vmh_diet,46.3467633181721,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_malt_m,5.872785488980037e-05,vmh_diet,0.803397054892469,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_met__L_m,0.0009261660775319591,vmh_diet,12.6699519406372,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_mg2_m,0.02277435514315519,vmh_diet,31.1553178358363,1.0,1.0
gut_overlay_vmh_high_fiber.csv,EX_mn2_m,0.00012746947905787647,vmh_diet,0.174378247351175,1.0,1.0
gut_overlay_vmh_high_fiber.csv,EX_mnl_m,0.0019672484598739033,vmh_diet,2.6911958931075,1.0,1.0
gut_overlay_vmh_high_fiber.csv,EX_mobd_m,0.1,micom_western_inorganic,,,1.0
gut_overlay_vmh_high_fiber.csv,EX_n2_m,0.0,background_closure,,,1.0
gut_overlay_vmh_high_fiber.csv,EX_na1_m,0.01081227194581484,vmh_diet,147.911880218747,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_nac_m,3.508249883084277e-05,vmh_diet,0.479928584005929,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_nh4_m,0.0,background_closure,,,1.0
gut_overlay_vmh_high_fiber.csv,EX_ni2_m,0.1,assumption_trace_micronutrient,,,1.0
gut_overlay_vmh_high_fiber.csv,EX_o2_m,0.001,micom_anaerobic_o2,,,1.0
gut_overlay_vmh_high_fiber.csv,EX_ocdca_m,0.0006888992855509015,vmh_diet,9.42414222633633,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_ocdcea_m,0.009518454785013451,vmh_diet,130.212461458984,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_octa_m,1.1332174266298392e-06,vmh_diet,0.0155024143962962,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_phe__L_m,0.002170901612913509,vmh_diet,29.6979340646568,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_pi_m,0.0016327533782366595,vmh_diet,22.3360662142775,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_pnto__R_m,4.009586348160402e-06,vmh_diet,0.0548511412428343,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_pro__L_m,0.0037211015387039474,vmh_diet,50.90466904947,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_pydam_m,3.65062888800617e-07,vmh_diet,0.00499406031879244,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_pydx_m,3.6951583402898533e-07,vmh_diet,0.00505497660951652,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_pydxn_m,3.651129512734722e-07,vmh_diet,0.0049947451734211,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_ribflv_m,5.040148177233268e-07,vmh_diet,0.00689492270645511,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_sbt__D_m,0.0004802596564444737,vmh_diet,6.5699521001604,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_sel_m,0.0,background_closure,,,1.0
gut_overlay_vmh_high_fiber.csv,EX_ser__L_m,0.003809571954994233,vmh_diet,52.1149443443211,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_slnt_m,0.0,background_closure,,,1.0
gut_overlay_vmh_high_fiber.csv,EX_so3_m,0.0,background_closure,,,1.0
gut_overlay_vmh_high_fiber.csv,EX_so4_m,0.1,micom_western_inorganic,,,1.0
gut_overlay_vmh_high_fiber.csv,EX_sucr_m,0.010023243160919225,vmh_diet,137.117966441375,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_thm_m,0.0005289181992435117,vmh_diet,7.23560096565124,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_thr__L_m,0.0027967065541778437,vmh_diet,38.2589456611529,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_trp__L_m,0.0004527040829013509,vmh_diet,6.19299185409048,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_ttdca_m,5.7566315945856e-05,vmh_diet,0.78750720213931,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_ttdcea_m,2.2869203872292253e-06,vmh_diet,0.0312850708972958,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_tungs_m,0.0,background_closure,,,1.0
gut_overlay_vmh_high_fiber.csv,EX_tyr__L_m,0.0015547057895038598,vmh_diet,21.2683752004128,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_urate_m,0.0004619286906289137,vmh_diet,6.31918448780354,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_val__L_m,0.003726509361590855,vmh_diet,50.9786480665629,0.1,1.0
gut_overlay_vmh_high_fiber.csv,EX_zn2_m,0.00017894710008425804,vmh_diet,0.244799632915265,1.0,1.0
